mlb_game_pk,date_played,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi
746766,7/13/2024,0.66700000000000000,0.6491786610118568,0.63100000000000000,0.7545265292225256,0.6670,0.6492,0.6310,0.7545
746767,7/27/2024,0.66100000000000000,0.6148032236068378,0.62100000000000000,0.6415282703551082,0.6610,0.6148,0.6210,0.6415
746768,7/27/2024,0.66100000000000000,0.5869722750797843,0.62100000000000000,0.6741737578065972,0.6610,0.5870,0.6210,0.6742
746769,7/14/2024,0.66700000000000000,0.7152791754862378,0.62900000000000000,0.7054516411110539,0.6670,0.7153,0.6290,0.7055
746770,7/28/2024,0.6699999999999999,0.6212340727101103,0.62100000000000000,0.6494066438399982,0.6700,0.6212,0.6210,0.6494
746771,7/9/2024,0.75900000000000000,0.74853531458388200,0.63500000000000000,0.7449727640226989,0.7590,0.7485,0.6350,0.7450
746772,7/10/2024,0.76200000000000000,0.7117885545566365,0.6339999999999999,0.66971286033146500,0.7620,0.7118,0.6340,0.6697
746774,7/13/2024,0.66700000000000000,0.6650281261572211,0.63100000000000000,0.6388657977104377,0.6670,0.6650,0.6310,0.6389
746775,6/26/2024,0.77800000000000000,0.7473338611518388,0.62300000000000000,0.7553400557999447,0.7780,0.7473,0.6230,0.7553
746776,6/28/2024,0.70200000000000000,0.79795302138775900,0.6220000000000001,0.6717640765218418,0.7020,0.7980,0.6220,0.6718
746777,6/27/2024,0.77700000000000000,0.6215222923857548,0.6259999999999999,0.6892634366635837,0.7770,0.6215,0.6260,0.6893
746778,6/29/2024,0.70200000000000000,0.7445039760491803,0.6220000000000001,0.7808352426401457,0.7020,0.7445,0.6220,0.7808
746779,6/30/2024,0.6990000000000001,0.8461531337104568,0.6299999999999999,0.6482727503020858,0.6990,0.8462,0.6300,0.6483
746780,6/25/2024,0.79200000000000000,0.6420645687610966,0.6599999999999999,0.6547293440360584,0.7920,0.6421,0.6600,0.6547
746781,6/20/2024,0.73400000000000000,0.74756761322681600,0.62900000000000000,0.6476482252138185,0.7340,0.7476,0.6290,0.6476
746782,6/20/2024,0.73400000000000000,0.77112702792543200,0.62900000000000000,0.7467578921134391,0.7340,0.7711,0.6290,0.7468
746783,6/19/2024,0.75900000000000000,0.6870970327199484,0.66300000000000000,0.71199710245792300,0.7590,0.6871,0.6630,0.7120
746784,6/7/2024,0.74600000000000000,0.5509439903856013,0.61700000000000000,0.9082132436294571,0.7460,0.5509,0.6170,0.9082
746785,6/8/2024,0.73400000000000000,0.6765185081287854,0.61500000000000000,0.6523780954872439,0.7340,0.6765,0.6150,0.6524
746786,6/8/2024,0.73400000000000000,0.6740109066648665,0.61500000000000000,0.7994486909862875,0.7340,0.6740,0.6150,0.7994
746787,6/9/2024,0.72700000000000000,0.5736999707055742,0.62300000000000000,0.7314715297305885,0.7270,0.5737,0.6230,0.7315
746788,5/27/2024,0.69000000000000000,0.7237913199951767,0.6060000000000001,0.8137667228148979,0.6900,0.7238,0.6060,0.8138
746789,5/26/2024,0.74200000000000000,0.6506113946264989,0.61100000000000000,0.6638275923385661,0.7420,0.6506,0.6110,0.6638
746790,5/29/2024,0.69600000000000000,0.6844577249403038,0.6080000000000001,0.7377677878204179,0.6960,0.6845,0.6080,0.7378
746791,5/28/2024,0.69600000000000000,0.7249084885000107,0.6080000000000001,0.7482044659147076,0.6960,0.7249,0.6080,0.7482
746792,5/23/2024,0.73400000000000000,0.6848620701029113,0.6100000000000001,0.8192813903178097,0.7340,0.6849,0.6100,0.8193
746793,5/24/2024,0.74000000000000000,0.6209532192936877,0.61300000000000000,0.7374002157497304,0.7400,0.6210,0.6130,0.7374
746794,5/25/2024,0.74000000000000000,0.5695968654999277,0.61300000000000000,0.6838311975476155,0.7400,0.5696,0.6130,0.6838
746795,5/15/2024,0.66700000000000000,0.8069719357701929,0.6100000000000001,0.68234601176386200,0.6670,0.8070,0.6100,0.6823
746796,5/14/2024,0.67500000000000000,0.6099992555989447,0.6040000000000001,0.7081580305302839,0.6750,0.6100,0.6040,0.7082
746797,5/11/2024,0.70800000000000000,0.7420433368017856,0.60700000000000000,0.9590316812300053,0.7080,0.7420,0.6070,0.9590
746798,5/12/2024,0.7010000000000001,0.8356215304786028,0.60700000000000000,0.7679651200738672,0.7010,0.8356,0.6070,0.7680
746799,5/14/2024,0.67500000000000000,0.6504188816267248,0.6040000000000001,0.6929173219882083,0.6750,0.6504,0.6040,0.6929
746800,5/1/2024,0.7190000000000001,0.6999613638473288,0.60100000000000000,0.74439963570127500,0.7190,0.7000,0.6010,0.7444
746801,5/10/2024,0.70600000000000000,0.8378155550338153,0.60300000000000000,0.6990726382862772,0.7060,0.8378,0.6030,0.6991
746802,5/9/2024,0.70600000000000000,0.7258294675370816,0.60300000000000000,0.6929967650479791,0.7060,0.7258,0.6030,0.6930
746803,4/27/2024,0.66700000000000000,0.6803213905811816,0.5760000000000001,0.7958200849791199,0.6670,0.6803,0.5760,0.7958
746804,4/29/2024,0.72400000000000000,0.6924128904705417,0.58900000000000000,0.75766813485138100,0.7240,0.6924,0.5890,0.7577
746805,4/28/2024,0.67700000000000000,0.7180494393476046,0.58300000000000000,0.7321763468013467,0.6770,0.7180,0.5830,0.7322
746806,4/30/2024,0.7150000000000001,0.5939897835497835,0.58900000000000000,0.7977346357346358,0.7150,0.5940,0.5890,0.7977
746807,4/17/2024,0.73100000000000000,0.54100000000000000,0.56900000000000000,0.56900000000000000,0.7310,0.5410,0.5690,0.5690
746808,4/26/2024,0.66500000000000000,0.6783402469135803,0.5589999999999999,0.8024899338038187,0.6650,0.6783,0.5590,0.8025
746810,4/14/2024,0.75200000000000000,0.7629999999999999,0.58300000000000000,0.91900000000000000,0.7520,0.7630,0.5830,0.9190
746811,4/13/2024,0.77000000000000000,0.77000000000000000,0.60300000000000000,0.45200000000000000,0.7700,0.7700,0.6030,0.4520
746812,4/12/2024,0.74100000000000000,0.70800000000000000,0.62300000000000000,0.7909999999999999,0.7410,0.7080,0.6230,0.7910
746813,4/15/2024,0.74300000000000000,0.61700000000000000,0.5840000000000001,0.5840000000000001,0.7430,0.6170,0.5840,0.5840
746814,4/2/2024,0.94400000000000000,0.94400000000000000,0.59300000000000000,0.43400000000000000,0.9440,0.9440,0.5930,0.4340
746815,3/31/2024,0.68800000000000000,0.68800000000000000,0.58900000000000000,0.58900000000000000,0.6880,0.6880,0.5890,0.5890
746816,6/27/2024,0.7170000000000001,0.5993985095759744,0.6259999999999999,0.8401571495472994,0.7170,0.5994,0.6260,0.8402
746817,4/1/2024,0.94400000000000000,0.94400000000000000,0.59300000000000000,0.59300000000000000,0.9440,0.9440,0.5930,0.5930
746818,3/30/2024,0.42300000000000000,0.42300000000000000,0.20000000000000000,0.20000000000000000,0.4230,0.4230,0.2000,0.2000
746819,9/28/2024,0.69800000000000000,0.6351207824863133,0.71600000000000000,0.75231293489652700,0.6980,0.6351,0.7160,0.7523
746820,9/29/2024,0.69600000000000000,0.6359765579285623,0.7150000000000001,1.0549525713688024,0.6960,0.6360,0.7150,1.0550
746821,3/28/2024,0.68800000000000000,1.00000000000000000,0.67700000000000000,1.00000000000000000,0.6880,1.0000,0.6770,1.0000
746822,9/27/2024,0.70000000000000000,0.65679935894402400,0.71600000000000000,0.6769553909788524,0.7000,0.6568,0.7160,0.6770
746823,9/19/2024,0.6859999999999999,0.7703200325172374,0.71600000000000000,0.7048676931442881,0.6860,0.7703,0.7160,0.7049
746824,9/20/2024,0.68700000000000000,0.6392776590646896,0.71600000000000000,0.6844587975304313,0.6870,0.6393,0.7160,0.6845
746825,9/22/2024,0.68700000000000000,0.7093180435052444,0.71400000000000000,0.6628414540025098,0.6870,0.7093,0.7140,0.6628
746826,9/21/2024,0.68700000000000000,0.7315974323313219,0.71600000000000000,0.7496479256335699,0.6870,0.7316,0.7160,0.7496
746827,9/8/2024,0.77300000000000000,0.7357006474018106,0.7090000000000001,0.6818781047719801,0.7730,0.7357,0.7090,0.6819
746828,9/16/2024,0.7030000000000001,0.7337784389856241,0.71400000000000000,0.6608711576319033,0.7030,0.7338,0.7140,0.6609
746829,9/7/2024,0.77600000000000000,0.6928045982283122,0.71200000000000000,0.7028582486900663,0.7760,0.6928,0.7120,0.7029
746830,9/17/2024,0.7030000000000001,0.7558489132921355,0.7170000000000001,0.7460082730693977,0.7030,0.7558,0.7170,0.7460
746831,9/18/2024,0.70400000000000000,0.5831676446192848,0.7170000000000001,0.6367414439967636,0.7040,0.5832,0.7170,0.6367
746832,9/6/2024,0.77700000000000000,0.6789259356647759,0.71400000000000000,0.6899619753613816,0.7770,0.6789,0.7140,0.6900
746833,9/2/2024,0.6779999999999999,0.7092118050595837,0.71200000000000000,0.6962239782833514,0.6780,0.7092,0.7120,0.6962
746834,9/3/2024,0.67700000000000000,0.6288463012519755,0.71200000000000000,0.7664233330649872,0.6770,0.6288,0.7120,0.7664
746835,9/4/2024,0.67700000000000000,0.7055018056368199,0.71000000000000000,0.6663732077665716,0.6770,0.7055,0.7100,0.6664
746836,8/22/2024,0.67900000000000000,0.5317390885408789,0.6950000000000001,0.6327384376677188,0.6790,0.5317,0.6950,0.6327
746837,8/22/2024,0.67900000000000000,0.6976593827071547,0.6950000000000001,0.6798084935731346,0.6790,0.6977,0.6950,0.6798
746838,8/18/2024,0.69800000000000000,0.7568932238895187,0.69800000000000000,0.6708319129351017,0.6980,0.7569,0.6980,0.6708
746839,8/21/2024,0.67900000000000000,0.7216186733423164,0.6950000000000001,0.6961676499907119,0.6790,0.7216,0.6950,0.6962
746840,8/7/2024,0.75800000000000000,0.7000731085994639,0.6910000000000001,0.6702299056458705,0.7580,0.7001,0.6910,0.6702
746841,8/17/2024,0.6990000000000001,0.7302978350551463,0.69800000000000000,0.6371877517965118,0.6990,0.7303,0.6980,0.6372
746842,8/7/2024,0.75800000000000000,0.6780661548869966,0.6910000000000001,0.7002992893103793,0.7580,0.6781,0.6910,0.7003
746843,8/16/2024,0.6990000000000001,0.6932299007137659,0.6970000000000001,0.7583647905989495,0.6990,0.6932,0.6970,0.7584
746844,8/4/2024,0.70000000000000000,0.7564013013254904,0.6910000000000001,0.6408552456345135,0.7000,0.7564,0.6910,0.6409
746845,8/2/2024,0.70000000000000000,0.6805796644430553,0.6910000000000001,0.7029564448428858,0.7000,0.6806,0.6910,0.7030
746846,8/3/2024,0.70000000000000000,0.72482294572675900,0.69200000000000000,0.6691938416934253,0.7000,0.7248,0.6920,0.6692
746847,8/6/2024,0.75800000000000000,0.8665746312487359,0.69400000000000000,0.7624696250226837,0.7580,0.8666,0.6940,0.7625
746848,7/24/2024,0.73400000000000000,0.68293083126571500,0.6910000000000001,0.6639288561063308,0.7340,0.6829,0.6910,0.6639
746849,8/2/2024,0.70000000000000000,0.6906792513097095,0.6910000000000001,0.6600247099832046,0.7000,0.6907,0.6910,0.6600
746850,7/23/2024,0.73600000000000000,0.6598943516183182,0.6910000000000001,0.7040351739718604,0.7360,0.6599,0.6910,0.7040
746851,7/24/2024,0.73400000000000000,0.4935681797554969,0.6910000000000001,0.6229495914944654,0.7340,0.4936,0.6910,0.6229
746852,7/20/2024,0.74000000000000000,0.7491946529591973,0.69600000000000000,0.7632143776292516,0.7400,0.7492,0.6960,0.7632
746853,7/21/2024,0.73900000000000000,0.7249484173072626,0.6930000000000001,0.6631429086801232,0.7390,0.7249,0.6930,0.6631
746854,7/19/2024,0.74000000000000000,0.8076985839961968,0.6970000000000001,0.6078207946797964,0.7400,0.8077,0.6970,0.6078
746855,7/7/2024,0.69000000000000000,0.6796599979527351,0.6799999999999999,0.6983861939659868,0.6900,0.6797,0.6800,0.6984
746856,7/6/2024,0.68800000000000000,0.6983821454906423,0.6839999999999999,0.7738008376074523,0.6880,0.6984,0.6840,0.7738
746857,7/4/2024,0.75700000000000000,0.6190831389678967,0.67900000000000000,0.6764438241903716,0.7570,0.6191,0.6790,0.6764
746858,7/4/2024,0.75700000000000000,0.5979539157019484,0.67900000000000000,0.6577788659180688,0.7570,0.5980,0.6790,0.6578
746859,7/5/2024,0.6930000000000001,0.7422575521985282,0.68300000000000000,0.6477225561476305,0.6930,0.7423,0.6830,0.6477
746860,7/3/2024,0.75700000000000000,0.21216878289490065,0.68100000000000000,0.6667594196959576,0.7570,0.2122,0.6810,0.6668
746861,6/21/2024,0.71800000000000000,0.7308905065633713,0.6839999999999999,0.6165642713392951,0.7180,0.7309,0.6840,0.6166
746862,6/23/2024,0.7230000000000001,0.6478976139368486,0.68500000000000000,0.6657644178978146,0.7230,0.6479,0.6850,0.6658
746863,6/22/2024,0.72400000000000000,0.6517186892037985,0.6819999999999999,0.6855597569200407,0.7240,0.6517,0.6820,0.6856
746864,6/19/2024,0.71000000000000000,0.7152500354590755,0.6779999999999999,0.8334969317872856,0.7100,0.7153,0.6780,0.8335
746865,6/15/2024,0.6819999999999999,0.7241491167586026,0.6779999999999999,0.6283512631800425,0.6820,0.7241,0.6780,0.6284
746866,6/16/2024,0.6779999999999999,0.7326195818488137,0.67900000000000000,0.6778195766737543,0.6780,0.7326,0.6790,0.6778
746867,6/19/2024,0.71000000000000000,0.6729683682623301,0.6779999999999999,0.6397035357784925,0.7100,0.6730,0.6780,0.6397
746868,6/18/2024,0.7010000000000001,0.6906041979642596,0.73000000000000000,0.6668478898534085,0.7010,0.6906,0.7300,0.6668
746869,6/14/2024,0.68300000000000000,0.7112612230246209,0.6819999999999999,0.7121505080076722,0.6830,0.7113,0.6820,0.7122
746870,6/1/2024,0.6619999999999999,0.6596395610156967,0.6839999999999999,0.6960420526440663,0.6620,0.6596,0.6840,0.6960
746871,6/2/2024,0.6619999999999999,0.6238302341033704,0.6839999999999999,0.5728309516206475,0.6620,0.6238,0.6840,0.5728
746872,6/5/2024,0.6599999999999999,0.7286431226160346,0.73500000000000000,0.63492043078551900,0.6600,0.7286,0.7350,0.6349
746873,6/6/2024,0.6120000000000001,0.6908548459350097,0.6839999999999999,0.7027132754409111,0.6120,0.6909,0.6840,0.7027
746874,5/23/2024,0.73700000000000000,0.6838585133979682,0.6859999999999999,0.6465364886184358,0.7370,0.6839,0.6860,0.6465
746875,5/21/2024,0.73700000000000000,0.65817548311177300,0.69600000000000000,0.6027526899765286,0.7370,0.6582,0.6960,0.6028
746876,5/22/2024,0.73400000000000000,0.6127616149438935,0.6930000000000001,0.7471529783496087,0.7340,0.6128,0.6930,0.7472
746877,5/31/2024,0.6599999999999999,0.7265451310875706,0.67900000000000000,0.63871174821699200,0.6600,0.7265,0.6790,0.6387
746878,5/17/2024,0.6539999999999999,0.9040895938037117,0.7090000000000001,0.8134613016843506,0.6540,0.9041,0.7090,0.8135
746879,5/8/2024,0.73100000000000000,0.5500490867579908,0.71600000000000000,0.40995925168522307,0.7310,0.5500,0.7160,0.4100
746880,5/19/2024,0.65300000000000000,0.7383506416584402,0.70000000000000000,0.6396671174829914,0.6530,0.7384,0.7000,0.6397
746881,5/16/2024,0.65300000000000000,0.6687140573569204,0.71200000000000000,0.7110798875937385,0.6530,0.6687,0.7120,0.7111
746882,5/18/2024,0.66100000000000000,0.6956534724463088,0.70400000000000000,0.5793618369616036,0.6610,0.6957,0.7040,0.5794
746883,5/5/2024,0.75600000000000000,0.60151641848033600,0.70800000000000000,0.6093402051877662,0.7560,0.6015,0.7080,0.6093
746884,5/4/2024,0.75800000000000000,0.6968519774011299,0.7010000000000001,0.6010758928571429,0.7580,0.6969,0.7010,0.6011
746885,5/7/2024,0.73300000000000000,0.8370167158308751,0.7130000000000001,0.5484169694651623,0.7330,0.8370,0.7130,0.5484
746886,5/6/2024,0.73300000000000000,0.6777429951690821,0.7110000000000001,0.5938109829918778,0.7330,0.6777,0.7110,0.5938
746887,4/25/2024,0.73600000000000000,0.7288699397071491,0.74200000000000000,0.71169090909090900,0.7360,0.7289,0.7420,0.7117
746888,4/23/2024,0.74500000000000000,0.9268962962962963,0.73800000000000000,0.9462444444444444,0.7450,0.9269,0.7380,0.9462
746889,4/24/2024,0.73700000000000000,0.9192704565030146,0.74500000000000000,0.7078518518518518,0.7370,0.9193,0.7450,0.7079
746890,5/3/2024,0.76400000000000000,0.6740555555555556,0.7030000000000001,0.3944227678571428,0.7640,0.6741,0.7030,0.3944
746891,4/20/2024,0.59700000000000000,0.6938888888888889,0.75400000000000000,0.36100000000000000,0.5970,0.6939,0.7540,0.3610
746892,4/19/2024,0.6020000000000001,0.90300000000000000,0.74600000000000000,0.74600000000000000,0.6020,0.9030,0.7460,0.7460
746893,4/20/2024,0.59700000000000000,0.90300000000000000,0.75400000000000000,0.5760000000000001,0.5970,0.9030,0.7540,0.5760
746894,4/21/2024,0.60300000000000000,0.6292222222222222,0.74400000000000000,1.18100000000000000,0.6030,0.6292,0.7440,1.1810
746895,4/7/2024,0.84700000000000000,0.71200000000000000,0.8089999999999999,0.19000000000000000,0.8470,0.7120,0.8090,0.1900
746896,4/6/2024,0.88100000000000000,0.29400000000000000,0.8440000000000001,0.7849999999999999,0.8810,0.2940,0.8440,0.7850
746897,4/5/2024,0.88800000000000000,0.24300000000000000,0.8180000000000001,1.36600000000000000,0.8880,0.2430,0.8180,1.3660
746898,4/2/2024,0.5660000000000001,1.58500000000000000,0.6819999999999999,0.6819999999999999,0.5660,1.5850,0.6820,0.6820
746899,4/1/2024,0.6479999999999999,0.6479999999999999,0.70100000000000000,0.70100000000000000,0.6480,0.6480,0.7010,0.7010
746900,4/3/2024,0.58700000000000000,1.11300000000000000,0.8140000000000001,0.61900000000000000,0.5870,1.1130,0.8140,0.6190
746901,9/29/2024,0.67100000000000000,0.6873647883631896,0.74400000000000000,0.7559132920228911,0.6710,0.6874,0.7440,0.7559
746902,9/28/2024,0.67100000000000000,0.6472304012723085,0.74500000000000000,0.7022109288911236,0.6710,0.6472,0.7450,0.7022
746903,9/22/2024,0.73600000000000000,0.7040683191737676,0.74500000000000000,0.7231133241413907,0.7360,0.7041,0.7450,0.7231
746904,9/27/2024,0.6719999999999999,0.7157407444832757,0.74700000000000000,0.7192294891453695,0.6720,0.7157,0.7470,0.7192
746905,9/20/2024,0.73700000000000000,0.7484919970241191,0.74700000000000000,0.6029918747677633,0.7370,0.7485,0.7470,0.6030
746906,9/22/2024,0.73600000000000000,0.8199328309405027,0.74500000000000000,0.70569314961051900,0.7360,0.8199,0.7450,0.7057
746907,9/10/2024,0.75700000000000000,0.7108463928409394,0.75800000000000000,0.6971171325040286,0.7570,0.7108,0.7580,0.6971
746908,9/11/2024,0.75700000000000000,0.68796135165006600,0.75700000000000000,0.7180427756359883,0.7570,0.6880,0.7570,0.7180
746909,9/9/2024,0.75800000000000000,0.76969965680763700,0.75400000000000000,0.7303856832239388,0.7580,0.7697,0.7540,0.7304
746910,9/8/2024,0.6200000000000001,0.7887277241312918,0.75400000000000000,0.7375672686333282,0.6200,0.7887,0.7540,0.7376
746911,9/7/2024,0.6180000000000001,0.7006575389583387,0.75200000000000000,0.7267378077420537,0.6180,0.7007,0.7520,0.7267
746912,9/6/2024,0.61900000000000000,0.7201001249670974,0.75300000000000000,0.7211649144438428,0.6190,0.7201,0.7530,0.7212
746913,8/28/2024,0.71000000000000000,0.7221451428033175,0.76600000000000000,0.7483900165903099,0.7100,0.7221,0.7660,0.7484
746914,8/29/2024,0.7070000000000001,0.6827264122089525,0.76500000000000000,0.7069866418111278,0.7070,0.6827,0.7650,0.7070
746915,8/26/2024,0.7090000000000001,0.70943306050136900,0.76800000000000000,0.6679104417969703,0.7090,0.7094,0.7680,0.6679
746916,8/27/2024,0.7070000000000001,0.7018042999719398,0.76600000000000000,0.7363726687915488,0.7070,0.7018,0.7660,0.7364
746917,8/24/2024,0.77100000000000000,0.7409625513925426,0.76900000000000000,0.7103264404707379,0.7710,0.7410,0.7690,0.7103
746918,8/25/2024,0.77100000000000000,0.7027757471877595,0.76700000000000000,0.6560212686600397,0.7710,0.7028,0.7670,0.6560
746919,8/14/2024,0.68800000000000000,0.7434903549414009,0.77100000000000000,0.6426312193266888,0.6880,0.7435,0.7710,0.6426
746920,8/23/2024,0.76800000000000000,0.7631692216981132,0.77000000000000000,0.7470999093533857,0.7680,0.7632,0.7700,0.7471
746921,8/12/2024,0.6910000000000001,0.6352771744576926,0.77100000000000000,0.75163354089747100,0.6910,0.6353,0.7710,0.7516
746922,8/10/2024,0.73800000000000000,0.7486344430952118,0.77400000000000000,0.7150948598696447,0.7380,0.7486,0.7740,0.7151
746923,8/11/2024,0.74000000000000000,0.7213870490821472,0.77300000000000000,0.7177412837388037,0.7400,0.7214,0.7730,0.7177
746924,8/13/2024,0.69000000000000000,0.7130086115597449,0.76900000000000000,0.71251773127770400,0.6900,0.7130,0.7690,0.7125
746925,7/31/2024,0.6719999999999999,0.6165089640704464,0.76800000000000000,0.7477587592950934,0.6720,0.6165,0.7680,0.7478
746926,7/30/2024,0.67100000000000000,0.6559107449397965,0.76700000000000000,0.7170453544156496,0.6710,0.6559,0.7670,0.7170
746927,8/9/2024,0.73500000000000000,0.6555348088746973,0.77600000000000000,0.6460984245456385,0.7350,0.6555,0.7760,0.6461
746928,7/29/2024,0.66900000000000000,0.58621139461982900,0.76200000000000000,0.7163073973973603,0.6690,0.5862,0.7620,0.7163
746929,7/28/2024,0.76700000000000000,0.7437952729480422,0.76300000000000000,0.6277080495541877,0.7670,0.7438,0.7630,0.6277
746930,7/13/2024,0.71700000000000000,0.6255920677607687,0.74600000000000000,0.6619842386599254,0.7170,0.6256,0.7460,0.6620
746931,7/27/2024,0.76300000000000000,0.7302322746395512,0.76000000000000000,0.6813284747922563,0.7630,0.7302,0.7600,0.6813
746932,7/14/2024,0.71400000000000000,0.6703521851767467,0.74700000000000000,0.7397254238375618,0.7140,0.6704,0.7470,0.7397
746933,7/26/2024,0.76100000000000000,0.7208225673630906,0.75600000000000000,0.74574662945717000,0.7610,0.7208,0.7560,0.7457
746934,7/10/2024,0.67900000000000000,0.7544554398781133,0.74700000000000000,0.7044506044434087,0.6790,0.7545,0.7470,0.7045
746935,7/11/2024,0.67900000000000000,0.7353237028465753,0.74500000000000000,0.6114481906655826,0.6790,0.7353,0.7450,0.6114
746936,7/12/2024,0.7150000000000001,0.6362331288512302,0.74900000000000000,0.6937238012731642,0.7150,0.6362,0.7490,0.6937
746937,7/9/2024,0.67700000000000000,0.7394611277222242,0.74200000000000000,0.73354194836921300,0.6770,0.7395,0.7420,0.7335
746938,6/30/2024,0.73800000000000000,0.6898660358689124,0.74300000000000000,0.6838942683812022,0.7380,0.6899,0.7430,0.6839
746939,6/28/2024,0.73100000000000000,0.8321727044930929,0.74700000000000000,0.6934317329955599,0.7310,0.8322,0.7470,0.6934
746940,6/29/2024,0.73300000000000000,0.7055529455303193,0.74500000000000000,0.58735037542431400,0.7330,0.7056,0.7450,0.5874
746941,6/24/2024,0.6799999999999999,0.7107675465835295,0.74500000000000000,0.5818560717174185,0.6800,0.7108,0.7450,0.5819
746942,8/26/2024,0.6819999999999999,0.82753950787100700,0.74500000000000000,0.6733033899015295,0.6820,0.8275,0.7450,0.6733
746943,6/25/2024,0.6799999999999999,0.7414313990475665,0.74800000000000000,0.7159407057439788,0.6800,0.7414,0.7480,0.7159
746944,6/13/2024,0.74500000000000000,0.5987695241804438,0.72800000000000000,0.5583406422931971,0.7450,0.5988,0.7280,0.5583
746945,6/16/2024,0.77300000000000000,0.6774210695347699,0.73500000000000000,0.6534643543807193,0.7730,0.6774,0.7350,0.6535
746946,6/15/2024,0.77500000000000000,0.6540455595208665,0.73100000000000000,0.6850882364225437,0.7750,0.6540,0.7310,0.6851
746947,6/14/2024,0.77400000000000000,0.55387990058248100,0.73500000000000000,0.7007329366593533,0.7740,0.5539,0.7350,0.7007
746948,6/12/2024,0.74400000000000000,0.63441855676380800,0.72200000000000000,0.6447859361407111,0.7440,0.6344,0.7220,0.6448
746949,6/4/2024,0.72700000000000000,0.5900458302318252,0.7170000000000001,0.63997799914373400,0.7270,0.5900,0.7170,0.6400
746950,6/5/2024,0.72800000000000000,0.7679528893543254,0.71400000000000000,0.6865490947555006,0.7280,0.7680,0.7140,0.6865
746951,6/11/2024,0.74500000000000000,0.5692482525874201,0.72700000000000000,0.6408275459303523,0.7450,0.5692,0.7270,0.6408
746952,6/1/2024,0.68500000000000000,0.5869394818466862,0.71400000000000000,0.6802030733925978,0.6850,0.5869,0.7140,0.6802
746953,6/2/2024,0.6839999999999999,0.7059667077848435,0.71600000000000000,0.6792690676547349,0.6840,0.7060,0.7160,0.6793
746954,5/30/2024,0.6839999999999999,0.6923854660093834,0.71600000000000000,0.6919723028698541,0.6840,0.6924,0.7160,0.6920
746955,5/31/2024,0.68700000000000000,0.7323949377969738,0.70800000000000000,0.5719218709217757,0.6870,0.7324,0.7080,0.5719
746956,5/24/2024,0.75000000000000000,0.6626353130016052,0.72300000000000000,0.6067386936680547,0.7500,0.6626,0.7230,0.6067
746957,5/26/2024,0.75500000000000000,0.7547024537037037,0.7170000000000001,0.5631875630774008,0.7550,0.7547,0.7170,0.5632
746958,5/25/2024,0.75300000000000000,0.66944828125000000,0.72300000000000000,0.6472725099601594,0.7530,0.6694,0.7230,0.6473
746959,5/16/2024,0.68100000000000000,0.7019708190752083,0.71200000000000000,0.61299255609005700,0.6810,0.7020,0.7120,0.6130
746960,5/15/2024,0.68500000000000000,0.5421124213999371,0.7110000000000001,0.5606424374614285,0.6850,0.5421,0.7110,0.5606
746961,5/13/2024,0.68700000000000000,0.7063704969360057,0.7170000000000001,0.5679408818033902,0.6870,0.7064,0.7170,0.5679
746962,5/14/2024,0.6890000000000001,0.7353096677668081,0.71400000000000000,0.7034963330486532,0.6890,0.7353,0.7140,0.7035
746963,5/11/2024,0.67900000000000000,0.7038511617470238,0.7230000000000001,0.5988865478686234,0.6790,0.7039,0.7230,0.5989
746964,5/10/2024,0.6819999999999999,0.8170313648492171,0.7230000000000001,0.5470226626439174,0.6820,0.8170,0.7230,0.5470
746965,5/12/2024,0.6759999999999999,0.7335901134235109,0.72000000000000000,0.6143399979973613,0.6760,0.7336,0.7200,0.6143
746966,5/1/2024,0.6859999999999999,0.4834856399583767,0.74200000000000000,0.5403814963160758,0.6860,0.4835,0.7420,0.5404
746967,4/28/2024,0.73200000000000000,0.2039831081081081,0.73600000000000000,0.5565671453766692,0.7320,0.2040,0.7360,0.5566
746968,4/30/2024,0.6970000000000001,0.6048466656189428,0.73500000000000000,0.5984176299441692,0.6970,0.6048,0.7350,0.5984
746969,5/2/2024,0.68100000000000000,0.6968791041530769,0.74500000000000000,0.7127809752198241,0.6810,0.6969,0.7450,0.7128
746970,4/18/2024,0.72400000000000000,0.8440000000000001,0.68800000000000000,0.42200000000000004,0.7240,0.8440,0.6880,0.4220
746971,4/27/2024,0.74400000000000000,0.5886046046046045,0.71000000000000000,0.74360153061224500,0.7440,0.5886,0.7100,0.7436
746972,4/26/2024,0.74100000000000000,0.5656592592592592,0.71400000000000000,0.50353488694687200,0.7410,0.5657,0.7140,0.5035
746973,4/17/2024,0.74700000000000000,0.74700000000000000,0.6950000000000001,0.6639999999999999,0.7470,0.7470,0.6950,0.6640
746974,4/15/2024,0.73900000000000000,0.73900000000000000,0.70000000000000000,0.37700000000000000,0.7390,0.7390,0.7000,0.3770
746975,4/14/2024,0.69400000000000000,0.42400000000000000,0.68300000000000000,0.73600000000000000,0.6940,0.4240,0.6830,0.7360
746976,4/16/2024,0.73900000000000000,0.91800000000000000,0.6779999999999999,0.61300000000000000,0.7390,0.9180,0.6780,0.6130
746977,4/11/2024,0.6890000000000001,0.6779999999999999,0.6950000000000001,0.5429999999999999,0.6890,0.6780,0.6950,0.5430
