mlb_game_pk,date_played,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi
745404,6/12/2024,0.66300000000000000,0.7000672706341367,0.73000000000000000,0.7897787450176554,0.6630,0.7001,0.7300,0.7898
745405,6/12/2024,0.66300000000000000,0.6390515274652729,0.73000000000000000,0.6873741811135501,0.6630,0.6391,0.7300,0.6874
745406,6/8/2024,0.7110000000000001,0.7307272733796961,0.7110000000000001,0.6862688530784946,0.7110,0.7307,0.7110,0.6863
745407,6/9/2024,0.71200000000000000,0.8731482192264552,0.71800000000000000,0.5555300179913378,0.7120,0.8731,0.7180,0.5555
745408,6/7/2024,0.72600000000000000,0.7808927297655603,0.7090000000000001,0.7850368003983852,0.7260,0.7809,0.7090,0.7850
745409,6/11/2024,0.66900000000000000,0.7301557136171781,0.74000000000000000,0.6382364716721506,0.6690,0.7302,0.7400,0.6382
745410,6/9/2024,0.71200000000000000,0.8507533856173066,0.71800000000000000,0.6855354314026465,0.7120,0.8508,0.7180,0.6855
745411,5/26/2024,0.78000000000000000,0.6663961831584717,0.7110000000000001,0.62168305465061600,0.7800,0.6664,0.7110,0.6217
745412,5/29/2024,0.7010000000000001,0.6897738626770364,0.73600000000000000,0.7297290331589101,0.7010,0.6898,0.7360,0.7297
745413,5/26/2024,0.78000000000000000,0.6579434113150384,0.7110000000000001,0.8137134874436531,0.7800,0.6579,0.7110,0.8137
745414,5/29/2024,0.7010000000000001,0.63687029504237100,0.73600000000000000,0.6709135837152438,0.7010,0.6369,0.7360,0.6709
745415,5/25/2024,0.72200000000000000,0.6828024665853832,0.73700000000000000,0.6698239050090431,0.7220,0.6828,0.7370,0.6698
745416,5/27/2024,0.6419999999999999,0.7892260372069682,0.7070000000000001,0.71343282688790200,0.6420,0.7892,0.7070,0.7134
745417,5/15/2024,0.6819999999999999,0.7355353809093647,0.7210000000000001,0.6740554375172843,0.6820,0.7355,0.7210,0.6741
745418,5/15/2024,0.6819999999999999,0.7176986507416103,0.7210000000000001,0.5412020477439701,0.6820,0.7177,0.7210,0.5412
745419,5/12/2024,0.8009999999999999,0.7559987490048903,0.72000000000000000,0.6418736947510003,0.8010,0.7560,0.7200,0.6419
745420,5/14/2024,0.71000000000000000,0.7620499338624338,0.74000000000000000,0.7825869798292568,0.7100,0.7620,0.7400,0.7826
745421,5/11/2024,0.7989999999999999,0.5654460838754032,0.74000000000000000,0.6788841310856815,0.7990,0.5654,0.7400,0.6789
745422,5/12/2024,0.8009999999999999,0.6294023926393404,0.72000000000000000,0.7091428745337502,0.8010,0.6294,0.7200,0.7091
745423,5/1/2024,0.68300000000000000,0.7095639611242448,0.7110000000000001,0.8342752140948015,0.6830,0.7096,0.7110,0.8343
745424,4/27/2024,0.76300000000000000,0.61838563908791700,0.74300000000000000,0.8118799558365954,0.7630,0.6184,0.7430,0.8119
745425,4/28/2024,0.73800000000000000,0.44874849101753633,0.72800000000000000,0.58228698288932200,0.7380,0.4487,0.7280,0.5823
745426,5/1/2024,0.68300000000000000,0.73078975629905000,0.7110000000000001,0.67534181876400900,0.6830,0.7308,0.7110,0.6753
745427,4/30/2024,0.73800000000000000,0.5725403583466382,0.73900000000000000,0.7196387049300956,0.7380,0.5725,0.7390,0.7196
745428,4/28/2024,0.73800000000000000,0.6756390507279313,0.72800000000000000,0.7098085159989922,0.7380,0.6756,0.7280,0.7098
745429,4/10/2024,0.8089999999999999,1.2570000000000001,0.74600000000000000,0.48900000000000000,0.8090,1.2570,0.7460,0.4890
745430,4/20/2024,0.74200000000000000,0.82900000000000000,0.74300000000000000,0.7250000000000001,0.7420,0.8290,0.7430,0.7250
745431,4/21/2024,0.6970000000000001,0.6224814814814814,0.73400000000000000,0.8480000000000001,0.6970,0.6225,0.7340,0.8480
745432,4/9/2024,0.75700000000000000,0.5680000000000001,0.74500000000000000,0.7210000000000001,0.7570,0.5680,0.7450,0.7210
745433,4/10/2024,0.8089999999999999,0.8109999999999999,0.74600000000000000,0.8300000000000001,0.8090,0.8110,0.7460,0.8300
745434,4/21/2024,0.6970000000000001,0.6830370370370371,0.73400000000000000,0.84300000000000000,0.6970,0.6830,0.7340,0.8430
745435,3/30/2024,0.70000000000000000,0.87000000000000000,0.74500000000000000,0.90100000000000000,0.7000,0.8700,0.7450,0.9010
745436,3/30/2024,0.70000000000000000,1.1260000000000001,0.74500000000000000,1.18200000000000000,0.7000,1.1260,0.7450,1.1820
745437,4/2/2024,0.73800000000000000,0.71800000000000000,0.74800000000000000,1.12200000000000000,0.7380,0.7180,0.7480,1.1220
745438,3/31/2024,0.84000000000000000,0.84000000000000000,0.76500000000000000,0.76500000000000000,0.8400,0.8400,0.7650,0.7650
745439,4/3/2024,0.58500000000000000,0.92800000000000000,0.8320000000000001,0.63300000000000000,0.5850,0.9280,0.8320,0.6330
745440,4/3/2024,0.58500000000000000,1.1099999999999999,0.8320000000000001,0.90100000000000000,0.5850,1.1100,0.8320,0.9010
745441,9/24/2024,0.7330000000000001,0.6834500524438012,0.6759999999999999,0.7184226205171647,0.7330,0.6835,0.6760,0.7184
745442,9/25/2024,0.73200000000000000,0.6926026453198666,0.6759999999999999,0.67168510305767100,0.7320,0.6926,0.6760,0.6717
745443,9/26/2024,0.7310000000000001,0.7320363512016184,0.6739999999999999,0.7403507905372595,0.7310,0.7320,0.6740,0.7404
745445,3/28/2024,0.6970000000000001,1.00000000000000000,0.74500000000000000,1.00000000000000000,0.6970,1.0000,0.7450,1.0000
745446,9/10/2024,0.67300000000000000,0.7212033276042478,0.6759999999999999,0.6451793828132788,0.6730,0.7212,0.6760,0.6452
745447,9/13/2024,0.72600000000000000,0.7067708616782544,0.67700000000000000,0.6635711826724477,0.7260,0.7068,0.6770,0.6636
745448,9/14/2024,0.72700000000000000,0.67926876040589400,0.67700000000000000,0.7314568659617628,0.7270,0.6793,0.6770,0.7315
745449,9/15/2024,0.72800000000000000,0.6875431368130526,0.67700000000000000,0.7061135080762111,0.7280,0.6875,0.6770,0.7061
745450,9/11/2024,0.6719999999999999,1.0055366213947596,0.67700000000000000,0.7267572778849613,0.6720,1.0055,0.6770,0.7268
745451,9/5/2024,0.6910000000000001,0.7232476980753859,0.6739999999999999,0.7215722667208199,0.6910,0.7232,0.6740,0.7216
745452,8/28/2024,0.7090000000000001,0.7501778366016189,0.67500000000000000,0.62712002557118800,0.7090,0.7502,0.6750,0.6271
745453,9/8/2024,0.69400000000000000,0.7745209169415859,0.67500000000000000,0.7155176071810294,0.6940,0.7745,0.6750,0.7155
745454,9/9/2024,0.67300000000000000,0.7912809968678751,0.67700000000000000,0.6294664271774395,0.6730,0.7913,0.6770,0.6295
745455,9/7/2024,0.69200000000000000,0.7035367668094398,0.67500000000000000,0.6541448289332148,0.6920,0.7035,0.6750,0.6541
745456,9/7/2024,0.69200000000000000,0.7101813356278597,0.67500000000000000,0.7349093431962644,0.6920,0.7102,0.6750,0.7349
745457,8/24/2024,0.7050000000000001,0.7833325458311551,0.67300000000000000,0.7773611046441676,0.7050,0.7833,0.6730,0.7774
745458,8/26/2024,0.70200000000000000,0.6910118155685352,0.6719999999999999,0.71229664680108800,0.7020,0.6910,0.6720,0.7123
745459,8/25/2024,0.70600000000000000,0.6816961717638198,0.67100000000000000,0.6755953704254121,0.7060,0.6817,0.6710,0.6756
745460,8/23/2024,0.70400000000000000,0.66432482281201000,0.6739999999999999,0.7087213272336167,0.7040,0.6643,0.6740,0.7087
745461,8/27/2024,0.70800000000000000,0.6291964404849419,0.67500000000000000,0.6927470453068862,0.7080,0.6292,0.6750,0.6927
745462,8/16/2024,0.6679999999999999,0.5932181037036754,0.6739999999999999,0.6302151545460412,0.6680,0.5932,0.6740,0.6302
745463,8/17/2024,0.6679999999999999,0.6566019899713225,0.67500000000000000,0.7099155559295018,0.6680,0.6566,0.6750,0.7099
745464,8/18/2024,0.66700000000000000,0.6475571704733243,0.67700000000000000,0.73563117681665500,0.6670,0.6476,0.6770,0.7356
745465,8/22/2024,0.70600000000000000,0.7108857001651909,0.6739999999999999,0.6346057336676181,0.7060,0.7109,0.6740,0.6346
745466,8/8/2024,0.74200000000000000,0.7866657023222033,0.6739999999999999,0.6670926451311023,0.7420,0.7867,0.6740,0.6671
745467,8/6/2024,0.73900000000000000,0.6448384261046016,0.67500000000000000,0.6955277781672162,0.7390,0.6448,0.6750,0.6955
745468,8/4/2024,0.75600000000000000,0.7814943118012413,0.6739999999999999,0.6105685185617724,0.7560,0.7815,0.6740,0.6106
745469,8/7/2024,0.73900000000000000,0.6644401371484546,0.67300000000000000,0.7438769177652771,0.7390,0.6644,0.6730,0.7439
745470,7/21/2024,0.75800000000000000,0.8204225530429361,0.67700000000000000,0.6902587392889736,0.7580,0.8204,0.6770,0.6903
745471,8/2/2024,0.75500000000000000,0.7122539784046233,0.6719999999999999,0.6317707726093904,0.7550,0.7123,0.6720,0.6318
745472,7/24/2024,0.6970000000000001,0.6960021411332156,0.67300000000000000,0.8013563802262631,0.6970,0.6960,0.6730,0.8014
745473,7/22/2024,0.7010000000000001,0.72303671047497800,0.6739999999999999,0.7220509656740426,0.7010,0.7230,0.6740,0.7221
745474,8/3/2024,0.75800000000000000,0.8296958163115149,0.6739999999999999,0.7061432899044517,0.7580,0.8297,0.6740,0.7061
745475,7/23/2024,0.7010000000000001,0.7302328181036354,0.67300000000000000,0.6207437081448006,0.7010,0.7302,0.6730,0.6207
745476,7/6/2024,0.73400000000000000,0.7161755206584752,0.66900000000000000,0.6958703684427403,0.7340,0.7162,0.6690,0.6959
745477,7/7/2024,0.73500000000000000,0.67094225646595400,0.6699999999999999,0.6682800856104154,0.7350,0.6709,0.6700,0.6683
745478,7/20/2024,0.76100000000000000,0.6295867352524138,0.6739999999999999,0.6332816905527481,0.7610,0.6296,0.6740,0.6333
745479,7/5/2024,0.73600000000000000,0.6471780431594103,0.6579999999999999,0.6617081658351838,0.7360,0.6472,0.6580,0.6617
745480,7/8/2024,0.73400000000000000,0.6767648212042986,0.66700000000000000,0.7255420454515557,0.7340,0.6768,0.6670,0.7255
745481,7/19/2024,0.75800000000000000,0.6409145670397194,0.6719999999999999,0.7897454738590077,0.7580,0.6409,0.6720,0.7897
745482,7/2/2024,0.68500000000000000,0.6867750636103109,0.6579999999999999,0.7082847152450824,0.6850,0.6868,0.6580,0.7083
745483,6/21/2024,0.66900000000000000,0.7115728029039317,0.66100000000000000,0.6649664911709694,0.6690,0.7116,0.6610,0.6650
745484,7/4/2024,0.68700000000000000,0.7348144154005258,0.65900000000000000,0.7960648784402394,0.6870,0.7348,0.6590,0.7961
745485,6/23/2024,0.67500000000000000,0.76361817304148700,0.65900000000000000,0.6459981602774545,0.6750,0.7636,0.6590,0.6460
745486,6/22/2024,0.67700000000000000,0.7327614306145319,0.6599999999999999,0.7088016046317278,0.6770,0.7328,0.6600,0.7088
745487,7/3/2024,0.6890000000000001,0.74123696629119600,0.65700000000000000,0.7019160204661894,0.6890,0.7412,0.6570,0.7019
745488,6/18/2024,0.6819999999999999,0.6431070603074973,0.6659999999999999,0.6883894071140181,0.6820,0.6431,0.6660,0.6884
745489,6/19/2024,0.68300000000000000,0.6685657752506544,0.66300000000000000,0.7232314140061503,0.6830,0.6686,0.6630,0.7232
745490,6/17/2024,0.6839999999999999,0.6536632290370886,0.6659999999999999,0.6464376591875649,0.6840,0.6537,0.6660,0.6464
745491,6/9/2024,0.69400000000000000,0.7170173534244676,0.66300000000000000,0.6848137415635723,0.6940,0.7170,0.6630,0.6848
745492,6/8/2024,0.69800000000000000,0.6622448308058856,0.66100000000000000,0.7728690319833975,0.6980,0.6622,0.6610,0.7729
745493,5/25/2024,0.73100000000000000,0.5975806684338092,0.66900000000000000,0.7287634593099881,0.7310,0.5976,0.6690,0.7288
745494,6/5/2024,0.76300000000000000,0.68139998921480400,0.65900000000000000,0.6056236661006346,0.7630,0.6814,0.6590,0.6056
745495,6/6/2024,0.76300000000000000,0.7390791432156746,0.65900000000000000,0.6391709008307216,0.7630,0.7391,0.6590,0.6392
745496,6/7/2024,0.70000000000000000,0.6841366676623614,0.66100000000000000,0.7022466068931913,0.7000,0.6841,0.6610,0.7022
745497,6/4/2024,0.76600000000000000,0.5967734163634666,0.66100000000000000,0.6949491234859171,0.7660,0.5968,0.6610,0.6949
745498,5/26/2024,0.72800000000000000,0.5627384530855873,0.66900000000000000,0.7724617873161601,0.7280,0.5627,0.6690,0.7725
745499,5/12/2024,0.71600000000000000,0.8371618286706572,0.64500000000000000,0.6816185316522196,0.7160,0.8372,0.6450,0.6816
745500,5/23/2024,0.70200000000000000,0.6448261784379613,0.65500000000000000,0.61760147281784700,0.7020,0.6448,0.6550,0.6176
745501,5/24/2024,0.73200000000000000,0.6709512847267509,0.6599999999999999,0.6655581238172479,0.7320,0.6710,0.6600,0.6656
745502,5/22/2024,0.69800000000000000,0.7895693742214406,0.6579999999999999,0.6746308095706326,0.6980,0.7896,0.6580,0.6746
745503,5/21/2024,0.69800000000000000,0.67844611266350400,0.6559999999999999,0.7752853458277553,0.6980,0.6784,0.6560,0.7753
745504,5/5/2024,0.6599999999999999,0.7707839475839476,0.64100000000000000,0.64604040404040400,0.6600,0.7708,0.6410,0.6460
745505,5/11/2024,0.71000000000000000,0.5894233540622249,0.62900000000000000,0.6657705182496472,0.7100,0.5894,0.6290,0.6658
745506,5/10/2024,0.70400000000000000,0.61979032171293300,0.63200000000000000,0.6330096544715448,0.7040,0.6198,0.6320,0.6330
745507,5/8/2024,0.6950000000000001,0.6804574190734147,0.63600000000000000,0.68955401340666900,0.6950,0.6805,0.6360,0.6896
745508,5/7/2024,0.6859999999999999,0.7397177136031478,0.64500000000000000,0.7338565951580942,0.6860,0.7397,0.6450,0.7339
745509,5/6/2024,0.6890000000000001,0.6454340872776678,0.64400000000000000,0.75143157276995300,0.6890,0.6454,0.6440,0.7514
745510,5/3/2024,0.6719999999999999,0.78627100271002700,0.64900000000000000,0.6830388911500023,0.6720,0.7863,0.6490,0.6830
745511,5/4/2024,0.6739999999999999,0.7757647759900319,0.64300000000000000,0.6780396825396826,0.6740,0.7758,0.6430,0.6780
745512,4/25/2024,0.75800000000000000,0.48400000000000000,0.6719999999999999,0.7325330271216098,0.7580,0.4840,0.6720,0.7325
745513,4/24/2024,0.76500000000000000,0.70400000000000000,0.6799999999999999,0.51413052325581400,0.7650,0.7040,0.6800,0.5141
745514,4/21/2024,0.7010000000000001,0.7737283950617284,0.68500000000000000,0.6999037037037037,0.7010,0.7737,0.6850,0.6999
745515,4/20/2024,0.70200000000000000,0.4759259259259259,0.6839999999999999,0.78900000000000000,0.7020,0.4759,0.6840,0.7890
745516,4/23/2024,0.78000000000000000,0.78000000000000000,0.6819999999999999,0.6357414448669201,0.7800,0.7800,0.6820,0.6357
745517,4/9/2024,0.62700000000000000,0.71400000000000000,0.7749999999999999,0.73300000000000000,0.6270,0.7140,0.7750,0.7330
745518,4/19/2024,0.6779999999999999,0.74600000000000000,0.6970000000000001,0.6970000000000001,0.6780,0.7460,0.6970,0.6970
745519,4/22/2024,0.79000000000000000,0.61700000000000000,0.6779999999999999,0.6553737373737374,0.7900,0.6170,0.6780,0.6554
745520,4/8/2024,0.62500000000000000,0.48400000000000000,0.75900000000000000,0.88000000000000000,0.6250,0.4840,0.7590,0.8800
745521,9/25/2024,0.71600000000000000,0.7050158865933087,0.75300000000000000,0.6780978616909323,0.7160,0.7050,0.7530,0.6781
745522,4/6/2024,0.74500000000000000,0.56500000000000000,0.79200000000000000,1.1059999999999999,0.7450,0.5650,0.7920,1.1060
745523,4/7/2024,0.6890000000000001,0.6579999999999999,0.78200000000000000,0.52200000000000000,0.6890,0.6580,0.7820,0.5220
745524,4/5/2024,0.7010000000000001,0.56000000000000000,0.81500000000000000,0.40700000000000003,0.7010,0.5600,0.8150,0.4070
745525,9/11/2024,0.67500000000000000,0.6858930102306624,0.75800000000000000,0.6229852895850783,0.6750,0.6859,0.7580,0.6230
745526,9/24/2024,0.71400000000000000,0.63729129112502400,0.75300000000000000,0.6640083417659173,0.7140,0.6373,0.7530,0.6640
745527,9/23/2024,0.7150000000000001,0.7652258708959366,0.75200000000000000,0.7057468055005831,0.7150,0.7652,0.7520,0.7057
745528,9/14/2024,0.73900000000000000,0.6871383834020646,0.75500000000000000,0.80491421781704200,0.7390,0.6871,0.7550,0.8049
745529,9/13/2024,0.73600000000000000,0.7149622918504243,0.75600000000000000,0.7032263084846893,0.7360,0.7150,0.7560,0.7032
745530,9/15/2024,0.73900000000000000,0.6882157415438925,0.75500000000000000,0.6732356915196165,0.7390,0.6882,0.7550,0.6732
745531,8/29/2024,0.72500000000000000,0.7264784967975411,0.75000000000000000,0.6662984143535593,0.7250,0.7265,0.7500,0.6663
745532,8/31/2024,0.72600000000000000,0.6349424757939416,0.75000000000000000,0.6311963275104642,0.7260,0.6349,0.7500,0.6312
745533,8/30/2024,0.72400000000000000,0.6470242340683826,0.75100000000000000,0.6420720272886613,0.7240,0.6470,0.7510,0.6421
745534,9/9/2024,0.67500000000000000,0.6952235067736401,0.75500000000000000,0.6782146493896927,0.6750,0.6952,0.7550,0.6782
745535,9/10/2024,0.67500000000000000,0.7147724982120929,0.75400000000000000,0.6529594314723848,0.6750,0.7148,0.7540,0.6530
745536,9/1/2024,0.72400000000000000,0.6712034434612655,0.75100000000000000,0.6917024026268086,0.7240,0.6712,0.7510,0.6917
745537,8/17/2024,0.6910000000000001,0.7509844598881423,0.75200000000000000,0.6694275722521843,0.6910,0.7510,0.7520,0.6694
745538,8/26/2024,0.74200000000000000,0.6573744394133728,0.75200000000000000,0.6286794675752463,0.7420,0.6574,0.7520,0.6287
745539,8/18/2024,0.68700000000000000,0.7109347643286661,0.75200000000000000,0.7669396669166435,0.6870,0.7109,0.7520,0.7669
745540,8/27/2024,0.74000000000000000,0.7136825733338328,0.75200000000000000,0.6983942417639789,0.7400,0.7137,0.7520,0.6984
745541,8/28/2024,0.73800000000000000,0.73541864775674500,0.75300000000000000,0.7882126483993297,0.7380,0.7354,0.7530,0.7882
745542,8/16/2024,0.69000000000000000,0.7926613843144678,0.75300000000000000,0.6935830031933128,0.6900,0.7927,0.7530,0.6936
745543,7/31/2024,0.77400000000000000,0.7319995962622217,0.74900000000000000,0.6453285397475916,0.7740,0.7320,0.7490,0.6453
745544,8/14/2024,0.66100000000000000,0.7648756998574913,0.74700000000000000,0.7021129164092657,0.6610,0.7649,0.7470,0.7021
745545,8/15/2024,0.69000000000000000,0.7002487996752227,0.74900000000000000,0.6232734642096454,0.6900,0.7002,0.7490,0.6233
745546,7/30/2024,0.77400000000000000,0.7549166275076216,0.75100000000000000,0.6561756842368023,0.7740,0.7549,0.7510,0.6562
745547,7/29/2024,0.76800000000000000,0.6521303816702679,0.75200000000000000,0.5983578785806327,0.7680,0.6521,0.7520,0.5984
745548,8/13/2024,0.6599999999999999,0.6919188844668107,0.75000000000000000,0.7665349905062544,0.6600,0.6919,0.7500,0.7665
745549,7/13/2024,0.6759999999999999,0.7386808711956994,0.75600000000000000,0.7241174810611867,0.6760,0.7387,0.7560,0.7241
745550,7/28/2024,0.7090000000000001,0.75152457585249400,0.75400000000000000,0.6956092755437928,0.7090,0.7515,0.7540,0.6956
745551,7/14/2024,0.6779999999999999,0.7746374380043715,0.76000000000000000,0.5378174810611867,0.6780,0.7746,0.7600,0.5378
745552,7/12/2024,0.6759999999999999,0.7519787727897396,0.75800000000000000,0.62364342250266600,0.6760,0.7520,0.7580,0.6236
745553,7/27/2024,0.71200000000000000,0.8014503201637971,0.75100000000000000,0.6867896695978827,0.7120,0.8015,0.7510,0.6868
745554,7/26/2024,0.7130000000000001,0.7511728722695852,0.75300000000000000,0.6414429793555011,0.7130,0.7512,0.7530,0.6414
745555,6/30/2024,0.62900000000000000,0.7565439719159759,0.75300000000000000,0.5794307657427281,0.6290,0.7565,0.7530,0.5794
745556,7/10/2024,0.77400000000000000,0.6597951050815296,0.75400000000000000,0.6350142024101093,0.7740,0.6598,0.7540,0.6350
745557,7/9/2024,0.77600000000000000,0.7503160782474962,0.75000000000000000,0.6051328629236927,0.7760,0.7503,0.7500,0.6051
745558,7/11/2024,0.77200000000000000,0.5964683067656187,0.75500000000000000,0.6409278562322718,0.7720,0.5965,0.7550,0.6409
745559,6/29/2024,0.62900000000000000,0.8351022519932337,0.75600000000000000,0.6325793349138195,0.6290,0.8351,0.7560,0.6326
745560,6/28/2024,0.63300000000000000,0.7163521876128205,0.75700000000000000,0.6374547005079967,0.6330,0.7164,0.7570,0.6375
745561,6/19/2024,0.7190000000000001,0.6852131125554525,0.74900000000000000,0.5647808430882095,0.7190,0.6852,0.7490,0.5648
745562,6/21/2024,0.73000000000000000,0.8304229706561554,0.74800000000000000,0.7238164018590575,0.7300,0.8304,0.7480,0.7238
745563,6/18/2024,0.7230000000000001,0.6889920649859496,0.74700000000000000,0.6405774898745913,0.7230,0.6890,0.7470,0.6406
745564,6/22/2024,0.7330000000000001,0.8630999167729603,0.74900000000000000,0.6079917332168705,0.7330,0.8631,0.7490,0.6080
745565,6/27/2024,0.62900000000000000,0.7880974220914361,0.75800000000000000,0.5912745345111403,0.6290,0.7881,0.7580,0.5913
745566,6/23/2024,0.7270000000000001,0.8058891636849101,0.75600000000000000,0.6515119934508484,0.7270,0.8059,0.7560,0.6515
745567,6/17/2024,0.72600000000000000,0.7913217563061186,0.73800000000000000,0.65597815569177000,0.7260,0.7913,0.7380,0.6560
745568,6/4/2024,0.75100000000000000,0.6146162438311533,0.74300000000000000,0.6442845296267186,0.7510,0.6146,0.7430,0.6443
745569,6/3/2024,0.75400000000000000,0.6158793520942409,0.74500000000000000,0.5670525445897583,0.7540,0.6159,0.7450,0.5671
745570,6/5/2024,0.74600000000000000,0.8011403861817834,0.74400000000000000,0.6171238574023502,0.7460,0.8011,0.7440,0.6171
745571,6/9/2024,0.7050000000000001,0.7335385992197127,0.74400000000000000,0.7600055207702148,0.7050,0.7335,0.7440,0.7600
745572,6/2/2024,0.67700000000000000,0.7227170928621798,0.75100000000000000,0.7533241299500981,0.6770,0.7227,0.7510,0.7533
745573,5/23/2024,0.7070000000000001,0.6882571787621741,0.75700000000000000,0.5832671561667546,0.7070,0.6883,0.7570,0.5833
745574,5/31/2024,0.6839999999999999,0.7648365770090353,0.75300000000000000,0.6196236576284317,0.6840,0.7648,0.7530,0.6196
745575,6/1/2024,0.68100000000000000,0.6567019184079602,0.75300000000000000,0.5417080529904752,0.6810,0.6567,0.7530,0.5417
745576,5/22/2024,0.70600000000000000,0.6828875289087839,0.75500000000000000,0.7608354393609296,0.7060,0.6829,0.7550,0.7608
745577,5/19/2024,0.6559999999999999,0.6193298212005109,0.74900000000000000,0.6176323204973927,0.6560,0.6193,0.7490,0.6176
745578,5/21/2024,0.7070000000000001,0.6418611652794293,0.75400000000000000,0.5116737524498719,0.7070,0.6419,0.7540,0.5117
745579,5/17/2024,0.6599999999999999,0.6824703620797883,0.75600000000000000,0.5711626372708672,0.6600,0.6825,0.7560,0.5712
745580,5/16/2024,0.6759999999999999,0.7313748391164719,0.75900000000000000,0.7494101114140497,0.6760,0.7314,0.7590,0.7494
745581,5/18/2024,0.6559999999999999,0.7234030940700236,0.75000000000000000,0.6391652575025192,0.6560,0.7234,0.7500,0.6392
745582,5/15/2024,0.67500000000000000,0.6743770339147843,0.75700000000000000,0.5013363138173526,0.6750,0.6744,0.7570,0.5013
745583,5/4/2024,0.67300000000000000,0.6138619867352262,0.73700000000000000,0.4580625800784419,0.6730,0.6139,0.7370,0.4581
745584,5/8/2024,0.66900000000000000,0.7674191416471096,0.76000000000000000,0.6265145560002965,0.6690,0.7674,0.7600,0.6265
745585,5/6/2024,0.67900000000000000,0.6674141330638989,0.74400000000000000,0.5350766860664156,0.6790,0.6674,0.7440,0.5351
745586,5/7/2024,0.6719999999999999,0.63861766034327000,0.74900000000000000,0.6198666341483243,0.6720,0.6386,0.7490,0.6199
745587,5/5/2024,0.6759999999999999,0.6582955432842481,0.74500000000000000,0.8774192737402077,0.6760,0.6583,0.7450,0.8774
745588,4/21/2024,0.5589999999999999,0.6945398956002982,0.70200000000000000,0.6777185185185186,0.5590,0.6945,0.7020,0.6777
745589,5/3/2024,0.6759999999999999,0.5737378747795414,0.74400000000000000,0.6183226642877089,0.6760,0.5737,0.7440,0.6183
745590,4/20/2024,0.5549999999999999,0.7921333333333334,0.68800000000000000,0.5900000000000001,0.5550,0.7921,0.6880,0.5900
745591,4/17/2024,0.7050000000000001,0.7010000000000001,0.6579999999999999,0.63500000000000000,0.7050,0.7010,0.6580,0.6350
745592,4/19/2024,0.5720000000000001,0.51600000000000000,0.6799999999999999,0.5369999999999999,0.5720,0.5160,0.6800,0.5370
745593,4/16/2024,0.7170000000000001,0.83300000000000000,0.65300000000000000,0.47700000000000000,0.7170,0.8330,0.6530,0.4770
745594,4/13/2024,0.73800000000000000,0.56200000000000000,0.65700000000000000,0.37600000000000000,0.7380,0.5620,0.6570,0.3760
745595,4/14/2024,0.72900000000000000,0.7909999999999999,0.6659999999999999,0.55200000000000000,0.7290,0.7910,0.6660,0.5520
745596,4/12/2024,0.74800000000000000,0.62200000000000000,0.6659999999999999,0.75200000000000000,0.7480,0.6220,0.6660,0.7520
745597,4/15/2024,0.73200000000000000,0.9380000000000001,0.6639999999999999,0.87300000000000000,0.7320,0.9380,0.6640,0.8730
745598,4/2/2024,0.90000000000000000,0.90000000000000000,0.61600000000000000,0.61600000000000000,0.9000,0.9000,0.6160,0.6160
745599,3/30/2024,0.87500000000000000,0.87500000000000000,0.47900000000000000,0.47900000000000000,0.8750,0.8750,0.4790,0.4790
745600,4/1/2024,0.97700000000000000,0.97700000000000000,0.65500000000000000,0.65500000000000000,0.9770,0.9770,0.6550,0.6550
745601,4/11/2024,0.77000000000000000,0.6719999999999999,0.66000000000000000,0.57900000000000000,0.7700,0.6720,0.6600,0.5790
745602,3/31/2024,1.07900000000000000,1.07900000000000000,0.60400000000000000,0.60400000000000000,1.0790,1.0790,0.6040,0.6040
745603,4/3/2024,0.8009999999999999,0.5529999999999999,0.6599999999999999,0.51200000000000000,0.8010,0.5530,0.6600,0.5120
745604,3/29/2024,0.84700000000000000,1.00000000000000000,0.76700000000000000,1.00000000000000000,0.8470,1.0000,0.7670,1.0000
745605,9/25/2024,0.6819999999999999,0.6966075676525366,0.6990000000000001,0.7583575967979781,0.6820,0.6966,0.6990,0.7584
745606,9/21/2024,0.76400000000000000,0.7260881048190237,0.70400000000000000,0.7800303966164064,0.7640,0.7261,0.7040,0.7800
745607,9/26/2024,0.68300000000000000,0.6554451222644955,0.6990000000000001,0.6309122998260599,0.6830,0.6554,0.6990,0.6309
745608,9/22/2024,0.76300000000000000,0.67279927388445900,0.7010000000000001,0.7502252748780711,0.7630,0.6728,0.7010,0.7502
745609,9/26/2024,0.68300000000000000,0.6917646344123773,0.6990000000000001,0.7523180715727555,0.6830,0.6918,0.6990,0.7523
745610,9/22/2024,0.76300000000000000,0.7322748316658858,0.7010000000000001,0.7365838212872542,0.7630,0.7323,0.7010,0.7366
745611,9/7/2024,0.6859999999999999,0.6021188910648472,0.70600000000000000,0.7524550973914556,0.6860,0.6021,0.7060,0.7525
745612,9/5/2024,0.66700000000000000,0.5780973678236573,0.70600000000000000,0.7263589615768095,0.6670,0.5781,0.7060,0.7264
745613,9/7/2024,0.6859999999999999,0.5817758997030451,0.70600000000000000,0.7488359880404827,0.6860,0.5818,0.7060,0.7488
745614,9/5/2024,0.66700000000000000,0.6626665043350286,0.70600000000000000,0.7386795265725571,0.6670,0.6627,0.7060,0.7387
